,ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
15783,5010010,F,N,Y,1,112500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10926,-3570,1,0,1,0,Secretaries,3.0,-44.0,0
15784,5117171,F,Y,Y,0,427500.0,Pensioner,Higher education,Married,House / apartment,-23655,365243,1,0,1,0,,2.0,-15.0,0
15785,5067376,F,Y,Y,0,315000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-9130,-1390,1,0,1,0,Core staff,1.0,-26.0,0
15786,5126238,F,N,N,0,216000.0,Working,Secondary / secondary special,Separated,House / apartment,-20062,-561,1,1,0,0,Cleaning staff,1.0,-43.0,0
15787,5067617,M,Y,Y,1,225000.0,State servant,Higher education,Married,House / apartment,-11429,-3165,1,1,0,0,,3.0,-6.0,0
15788,5041941,M,N,N,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-10312,-703,1,0,1,0,Laborers,2.0,-15.0,0
15789,5054482,F,N,Y,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,-15785,-1308,1,0,0,0,Medicine staff,2.0,-19.0,0
15790,5137513,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10089,-2757,1,1,0,0,Laborers,3.0,-28.0,0
15791,5029680,M,N,Y,0,63000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20689,365243,1,0,0,0,,1.0,-42.0,0
15792,5139952,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-11746,-401,1,1,1,0,Managers,2.0,-43.0,0
15793,5028892,M,Y,Y,0,270000.0,Working,Lower secondary,Separated,House / apartment,-19164,-3825,1,1,0,0,Laborers,1.0,-39.0,0
15794,5024164,M,Y,Y,3,202500.0,Working,Secondary / secondary special,Married,House / apartment,-13350,-1981,1,0,0,0,Laborers,5.0,-12.0,0
15795,5094924,F,Y,Y,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12175,-1463,1,1,0,0,Core staff,2.0,-32.0,0
15796,5009177,M,Y,N,0,229500.0,Working,Incomplete higher,Married,Co-op apartment,-18325,-1256,1,0,0,0,Laborers,2.0,-49.0,0
15797,5067668,M,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-18750,-536,1,0,0,0,Security staff,2.0,-57.0,0
15798,5044488,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,-16641,-1407,1,0,0,0,,1.0,-34.0,0
15799,5126794,F,Y,Y,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-11086,-2937,1,1,1,0,,4.0,-56.0,0
15800,5113720,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,1,0,0,1,Private service staff,3.0,-4.0,0
15801,5100200,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19843,-1922,1,0,0,0,Managers,2.0,-7.0,0
15802,5090737,F,N,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18972,-3715,1,0,0,0,Laborers,1.0,-55.0,1
15803,5145744,F,Y,Y,0,157500.0,Working,Higher education,Married,House / apartment,-10029,-878,1,0,0,0,Accountants,2.0,-4.0,0
15804,5087507,F,Y,Y,0,157500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-15330,-1014,1,1,1,0,Managers,2.0,-7.0,0
15805,5021258,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-22747,365243,1,0,0,0,,2.0,-6.0,0
15806,5096412,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-16876,-97,1,1,0,0,,2.0,-5.0,0
15807,5100199,F,N,Y,2,112500.0,Working,Incomplete higher,Married,House / apartment,-14949,-2745,1,1,0,0,Laborers,4.0,-10.0,0
15808,5117654,F,N,N,2,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-13634,-1741,1,0,0,0,Laborers,4.0,-35.0,0
15809,5096322,F,Y,N,0,162000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23240,365243,1,0,1,0,,1.0,-16.0,0
15810,5143038,M,N,N,1,270000.0,Working,Higher education,Married,House / apartment,-10108,-1473,1,1,0,0,High skill tech staff,3.0,-39.0,0
15811,5092110,M,N,N,0,270000.0,State servant,Secondary / secondary special,Single / not married,With parents,-9649,-1996,1,0,0,1,Core staff,1.0,-43.0,0
15812,5150118,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,-17715,-6884,1,1,1,0,Medicine staff,3.0,-41.0,0
15813,5117360,M,Y,Y,1,180000.0,Working,Higher education,Married,With parents,-11917,-1680,1,1,0,0,Laborers,3.0,-32.0,0
15814,5117160,F,N,N,1,135000.0,State servant,Secondary / secondary special,Separated,House / apartment,-16150,-5148,1,0,0,0,Medicine staff,2.0,-32.0,0
15815,5146265,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-10910,-1436,1,1,0,0,Security staff,3.0,-41.0,0
15816,5024256,M,N,Y,1,121500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-12460,-4507,1,0,0,0,Laborers,2.0,-16.0,0
15817,5089697,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23056,365243,1,0,1,0,,2.0,-8.0,0
15818,5062660,M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,-13509,-1028,1,0,0,0,Laborers,3.0,-9.0,0
15819,5041620,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,1,0,1,0,Sales staff,1.0,-33.0,0
15820,5100391,F,Y,N,0,135000.0,State servant,Higher education,Married,House / apartment,-15228,-2864,1,0,0,0,,2.0,-19.0,0
15821,5091776,F,N,Y,0,225000.0,Working,Incomplete higher,Single / not married,House / apartment,-19538,-1904,1,0,0,0,Managers,1.0,-18.0,0
15822,5045535,M,Y,N,2,225000.0,State servant,Higher education,Married,With parents,-10937,-1539,1,0,0,0,High skill tech staff,4.0,-41.0,0
15823,5009120,F,N,N,0,157500.0,Commercial associate,Higher education,Separated,With parents,-15737,-432,1,0,0,0,,1.0,-56.0,0
15824,5143500,F,N,Y,1,121500.0,Working,Higher education,Married,House / apartment,-11981,-2965,1,1,0,0,Accountants,3.0,-51.0,0
15825,5116095,M,Y,Y,0,337500.0,State servant,Secondary / secondary special,Married,House / apartment,-18806,-1204,1,0,0,0,Security staff,2.0,-28.0,0
15826,5010190,F,N,Y,0,76500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15602,-5061,1,0,1,0,Sales staff,2.0,-22.0,0
15827,5088285,M,Y,Y,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17317,-285,1,0,0,0,Drivers,3.0,-15.0,0
15828,5033639,F,Y,Y,1,135000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-12018,-2971,1,0,0,0,,3.0,-28.0,0
15829,5090046,M,N,N,1,225000.0,Working,Higher education,Married,House / apartment,-13747,-6273,1,0,0,0,Core staff,3.0,-42.0,0
15830,5105310,F,Y,Y,0,225000.0,State servant,Higher education,Married,House / apartment,-16643,-180,1,0,0,0,Medicine staff,2.0,-1.0,0
15831,5113455,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18140,-4119,1,0,0,0,Laborers,3.0,-33.0,0
15832,5114556,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-17121,-9751,1,0,0,0,Core staff,2.0,-54.0,0
15833,5117639,M,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-10680,-1527,1,0,1,0,Cooking staff,2.0,-19.0,0
15834,5053926,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-18307,-8794,1,1,1,0,Drivers,2.0,-39.0,0
15835,5067213,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9613,-1085,1,0,0,0,Core staff,2.0,-22.0,0
15836,5021855,F,N,Y,1,135000.0,Working,Secondary / secondary special,Civil marriage,With parents,-10190,-279,1,0,0,0,,3.0,-48.0,0
15837,5126227,F,Y,N,0,180000.0,Pensioner,Higher education,Separated,House / apartment,-23603,365243,1,0,0,0,,1.0,-10.0,0
15838,5025155,F,N,Y,1,202500.0,Working,Higher education,Single / not married,House / apartment,-10106,-93,1,0,1,0,Accountants,2.0,-58.0,1
15839,5022471,M,Y,Y,0,405000.0,State servant,Secondary / secondary special,Married,House / apartment,-17309,-3500,1,0,0,0,,2.0,-39.0,0
15840,5125409,F,N,Y,1,81000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9322,-1291,1,0,0,1,,2.0,-18.0,0
15841,5021649,F,N,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-12554,-5326,1,0,0,1,Managers,2.0,-15.0,0
15842,5062143,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11383,-777,1,1,0,0,,3.0,-26.0,0
15843,5026643,M,Y,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18010,-2811,1,1,0,0,Laborers,1.0,-34.0,0
15844,5068389,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,0,Sales staff,2.0,-37.0,1
15845,5118034,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,-11697,-614,1,0,0,0,HR staff,4.0,-2.0,0
15846,5096047,F,N,N,0,225000.0,Pensioner,Higher education,Married,House / apartment,-20081,365243,1,0,0,1,,2.0,-24.0,0
15847,5041720,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,1,0,1,0,High skill tech staff,2.0,-27.0,0
15848,5068723,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14817,-1115,1,0,0,1,Cooking staff,1.0,-4.0,0
15849,5026170,M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-24166,365243,1,0,0,0,,2.0,-25.0,0
15850,5021902,F,N,Y,0,328500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-20940,365243,1,0,0,0,,2.0,-25.0,0
15851,5053958,F,N,N,2,85500.0,Commercial associate,Higher education,Married,House / apartment,-13708,-4625,1,0,1,0,High skill tech staff,4.0,-57.0,0
15852,5045648,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14854,-2452,1,0,1,0,,2.0,-31.0,0
15853,5037232,F,N,Y,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,-18249,-11061,1,0,1,0,Medicine staff,2.0,-3.0,0
15854,5046469,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-15208,-5313,1,0,0,0,Laborers,2.0,-51.0,0
15855,5142651,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,-10763,-1473,1,1,1,1,,2.0,-12.0,0
15856,5096588,F,N,N,0,202500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-11398,-1619,1,1,1,0,Core staff,1.0,-14.0,0
15857,5146121,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-20132,365243,1,0,0,0,,1.0,-12.0,0
15858,5117876,M,N,N,0,58500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-13677,-2379,1,0,1,0,Cleaning staff,1.0,-4.0,0
15859,5105987,F,Y,N,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-19097,-3529,1,0,0,0,Laborers,2.0,-4.0,0
15860,5026690,F,Y,Y,0,270000.0,Working,Secondary / secondary special,Separated,House / apartment,-17482,-2264,1,0,0,0,Sales staff,1.0,-22.0,0
15861,5022982,F,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2.0,-52.0,0
15862,5149876,F,Y,Y,1,391500.0,Commercial associate,Higher education,Married,House / apartment,-17423,-472,1,0,1,0,Managers,3.0,-15.0,0
15863,5148903,F,N,Y,0,139500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-9302,-837,1,0,0,0,,1.0,-4.0,0
15864,5089567,F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,-11309,-2713,1,1,0,0,Sales staff,2.0,-60.0,0
15865,5028929,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,1,0,0,0,Sales staff,2.0,-24.0,0
15866,5068296,M,Y,Y,0,292500.0,Working,Secondary / secondary special,Married,House / apartment,-15351,-566,1,0,0,0,Drivers,2.0,-15.0,0
15867,5095005,M,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10640,-1494,1,1,1,0,Laborers,4.0,-31.0,0
15868,5024325,F,N,Y,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23407,365243,1,0,0,0,,2.0,-2.0,0
15869,5023621,F,N,Y,2,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10806,-720,1,0,0,0,Managers,4.0,-12.0,0
15870,5035816,F,N,Y,0,157500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17798,-859,1,0,0,0,Sales staff,2.0,-10.0,0
15871,5023431,F,N,Y,0,108000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23044,365243,1,0,1,0,,2.0,-59.0,0
15872,5091567,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-14935,-1753,1,0,1,0,Sales staff,3.0,-13.0,0
15873,5061980,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13299,-1628,1,0,0,0,Laborers,2.0,0.0,0
15874,5024387,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,Municipal apartment,-13494,-1281,1,0,0,0,Sales staff,2.0,-16.0,0
15875,5029112,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-14731,-4617,1,0,0,0,Medicine staff,4.0,-32.0,0
15876,5085851,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19474,365243,1,0,1,0,,2.0,-27.0,0
15877,5018470,F,N,Y,1,166500.0,Working,Secondary / secondary special,Married,House / apartment,-20208,-8033,1,0,1,0,,3.0,-9.0,0
15878,5050892,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18875,365243,1,0,0,0,,2.0,-5.0,0
15879,5095561,F,N,N,1,540000.0,Working,Secondary / secondary special,Separated,House / apartment,-16409,-2045,1,1,0,0,Managers,2.0,-11.0,0
15880,5090122,M,Y,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21920,365243,1,0,0,0,,1.0,-4.0,0
15881,5085999,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21497,365243,1,0,0,0,,1.0,-4.0,0
15882,5095221,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-16032,-1221,1,0,0,0,Drivers,4.0,-33.0,0
15883,5022984,F,Y,Y,0,225000.0,Working,Incomplete higher,Married,House / apartment,-18868,-11954,1,0,1,0,Managers,2.0,-38.0,0
15884,5026036,M,Y,Y,0,99000.0,Working,Secondary / secondary special,Married,Rented apartment,-9928,-1531,1,0,0,0,Managers,2.0,-33.0,0
15885,5096922,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-15898,-1679,1,1,0,0,Accountants,2.0,-39.0,0
15886,5067320,F,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19007,-7415,1,0,0,0,Managers,2.0,-7.0,0
15887,5068642,F,N,Y,0,337500.0,Working,Higher education,Widow,House / apartment,-22613,-2970,1,0,1,0,Accountants,1.0,-54.0,0
15888,5022101,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-22204,365243,1,0,1,0,,1.0,-23.0,0
15889,5149066,M,Y,Y,2,225000.0,Commercial associate,Higher education,Married,House / apartment,-14869,-229,1,0,0,1,,4.0,-28.0,0
15890,5088851,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,-11353,-2316,1,0,0,1,Accountants,2.0,-44.0,0
15891,5061240,F,N,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,-21881,365243,1,0,0,0,,2.0,-6.0,0
15892,5067045,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-16495,-1437,1,0,0,0,Sales staff,2.0,-22.0,0
15893,5046122,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-20301,-3092,1,1,1,0,Managers,2.0,-56.0,0
15894,5116719,M,Y,Y,2,139500.0,Working,Secondary / secondary special,Married,House / apartment,-9649,-2284,1,0,0,0,Laborers,4.0,-25.0,0
15895,5021347,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,Municipal apartment,-11448,-1066,1,1,1,0,,2.0,-17.0,0
15896,5142130,F,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-23398,365243,1,0,0,0,,2.0,-28.0,0
15897,5023678,F,Y,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,-11736,-1816,1,0,0,0,Cooking staff,2.0,-50.0,0
15898,5116377,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,-10092,-976,1,0,0,0,,3.0,-11.0,0
15899,5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-12843,-2609,1,0,0,0,Managers,2.0,-56.0,0
15900,5062520,F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,-13656,-2207,1,0,1,0,Sales staff,3.0,-8.0,0
15901,5095488,F,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15554,-96,1,0,1,0,Laborers,2.0,-10.0,0
15902,5067277,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13797,-4230,1,0,0,0,Core staff,2.0,-11.0,0
15903,5089524,F,Y,N,0,315000.0,Working,Higher education,Married,Co-op apartment,-13064,-2286,1,1,0,0,Medicine staff,2.0,-19.0,0
15904,5053939,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21100,365243,1,0,1,0,,1.0,-57.0,0
15905,5149813,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19973,-5311,1,0,0,0,Sales staff,2.0,-9.0,0
15906,5116905,F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-19094,-1403,1,0,0,0,Private service staff,1.0,-12.0,0
15907,5068730,M,Y,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-9925,-1023,1,0,0,0,Laborers,2.0,-42.0,0
15908,5028532,F,N,Y,0,171000.0,Working,Secondary / secondary special,Married,House / apartment,-15629,-356,1,0,0,0,Sales staff,2.0,-44.0,0
15909,5091969,M,Y,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14272,-596,1,0,0,0,Drivers,4.0,-38.0,0
15910,5142242,F,Y,Y,0,270000.0,State servant,Higher education,Married,House / apartment,-16421,-8230,1,0,0,0,Managers,2.0,-18.0,0
15911,5074701,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,-22235,-10600,1,0,0,0,Laborers,1.0,-45.0,0
15912,5149372,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18749,-2542,1,0,0,0,Sales staff,2.0,-4.0,0
15913,5023134,F,N,Y,1,180000.0,Working,Higher education,Married,House / apartment,-12288,-1635,1,0,0,1,Core staff,3.0,-22.0,0
15914,5096542,F,Y,N,0,216000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14775,-4327,1,1,0,0,Medicine staff,2.0,-7.0,0
15915,5046114,M,N,N,0,126000.0,Working,Higher education,Single / not married,House / apartment,-12616,-1904,1,1,1,0,Core staff,1.0,-9.0,0
15916,5045404,F,N,Y,1,126000.0,Working,Secondary / secondary special,Married,House / apartment,-11461,-1204,1,1,1,0,Cleaning staff,3.0,-19.0,0
15917,5137440,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154,-1051,1,0,1,0,Laborers,2.0,-10.0,0
15918,5117602,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,-14098,-2257,1,0,0,0,Core staff,2.0,-42.0,0
15919,5009757,M,Y,N,0,270000.0,Working,Higher education,Single / not married,House / apartment,-9087,-1682,1,0,0,0,Laborers,1.0,-26.0,0
15920,5009354,M,N,N,0,180000.0,Commercial associate,Lower secondary,Married,House / apartment,-21155,-130,1,0,1,0,Drivers,2.0,-5.0,0
15921,5097012,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-10751,-1039,1,0,0,0,Core staff,2.0,-26.0,0
15922,5126716,M,N,Y,1,157500.0,Working,Secondary / secondary special,Married,Office apartment,-11318,-3330,1,0,0,0,Managers,3.0,-27.0,0
15923,5010040,F,N,Y,0,292500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-21582,365243,1,0,0,0,,2.0,-6.0,0
15924,5067016,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9926,-461,1,0,0,0,Drivers,1.0,-27.0,0
15925,5048288,M,Y,Y,0,180000.0,Working,Higher education,Married,House / apartment,-21753,-4540,1,0,0,0,,2.0,-15.0,0
15926,5146158,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-21830,365243,1,0,1,0,,1.0,-18.0,0
15927,5009843,F,N,N,0,81000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-17932,-1470,1,0,0,0,Sales staff,1.0,-38.0,0
15928,5067424,F,N,Y,0,144000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23334,365243,1,0,0,0,,2.0,-52.0,0
15929,5117269,M,N,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-16496,-338,1,0,0,0,Medicine staff,1.0,-19.0,0
15930,5093254,F,Y,Y,0,157500.0,Working,Secondary / secondary special,Widow,House / apartment,-15584,-1611,1,0,0,0,Sales staff,1.0,-2.0,0
15931,5050914,F,Y,N,2,126000.0,Working,Higher education,Married,House / apartment,-9678,-1535,1,0,0,0,Core staff,4.0,-37.0,0
15932,5079160,F,Y,Y,3,157500.0,Working,Higher education,Married,House / apartment,-12843,-755,1,0,0,0,Core staff,5.0,-38.0,0
15933,5053519,F,Y,Y,0,225000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,-14597,-3346,1,0,0,0,Private service staff,2.0,-42.0,0
15934,5137197,M,Y,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-15565,-4004,1,1,1,0,,2.0,-59.0,0
15935,5054646,F,N,N,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-19453,-3680,1,0,0,0,Accountants,2.0,-54.0,0
15936,5117439,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17051,-1284,1,1,1,0,Core staff,2.0,-21.0,0
15937,5118383,M,Y,N,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20776,-2745,1,1,1,0,Managers,2.0,-47.0,0
15938,5045629,F,N,Y,1,270000.0,State servant,Secondary / secondary special,Married,House / apartment,-14400,-2512,1,0,0,0,Medicine staff,3.0,-45.0,0
15939,5066411,F,N,Y,1,292500.0,Working,Incomplete higher,Single / not married,House / apartment,-12665,-2593,1,0,0,0,Core staff,2.0,-31.0,0
15940,5113338,F,N,Y,0,126000.0,State servant,Secondary / secondary special,Married,House / apartment,-14813,-2567,1,0,0,1,Accountants,2.0,-7.0,0
15941,5065716,F,N,N,0,130500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-24293,365243,1,0,0,0,,1.0,-3.0,0
15942,5023107,M,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,-15156,-1696,1,1,0,0,Core staff,3.0,-12.0,0
15943,5091300,M,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-15171,-1508,1,0,0,0,Drivers,3.0,-18.0,0
15944,5033493,M,N,N,0,225000.0,Working,Higher education,Married,House / apartment,-17262,-2760,1,1,1,0,Drivers,2.0,-21.0,0
15945,5116180,F,Y,Y,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23390,365243,1,0,0,0,,2.0,-10.0,0
15946,5096734,M,Y,N,0,225000.0,State servant,Higher education,Married,Co-op apartment,-14536,-3415,1,0,1,0,Managers,2.0,-38.0,0
15947,5113119,F,N,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,-10406,-2774,1,0,0,1,Core staff,3.0,-35.0,0
15948,5037254,M,N,N,0,166500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8401,-450,1,0,0,1,Laborers,1.0,-9.0,0
15949,5090257,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12084,-2774,1,0,1,0,Laborers,2.0,-21.0,0
15950,5022648,M,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,-11759,-91,1,0,0,0,Managers,3.0,0.0,0
15951,5036757,F,N,Y,0,175500.0,Commercial associate,Higher education,Married,House / apartment,-15248,-2227,1,1,1,0,Managers,2.0,-17.0,0
15952,5142599,F,N,Y,2,76500.0,State servant,Higher education,Married,House / apartment,-14595,-2143,1,0,0,0,,4.0,-15.0,0
15953,5125297,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20846,365243,1,0,0,0,,2.0,-5.0,0
15954,5054356,M,N,N,0,99000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-22187,-5416,1,0,0,0,Laborers,2.0,-52.0,0
15955,5053311,F,N,Y,0,135000.0,Pensioner,Higher education,Married,House / apartment,-23782,365243,1,0,1,0,,2.0,-24.0,0
15956,5089161,F,Y,N,0,225000.0,Working,Higher education,Married,House / apartment,-20264,-2531,1,1,1,0,Accountants,2.0,-22.0,0
15957,5062532,F,Y,Y,0,135000.0,Commercial associate,Higher education,Civil marriage,House / apartment,-13114,-1812,1,0,0,1,Medicine staff,2.0,-21.0,0
15958,5126456,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,-16825,-196,1,0,0,0,Security staff,2.0,-10.0,0
15959,5126146,M,Y,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,-15904,-3787,1,0,0,0,Laborers,4.0,-60.0,0
15960,5078924,M,N,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16116,-1000,1,0,1,0,Laborers,2.0,-43.0,0
15961,5066398,F,N,Y,1,675000.0,Commercial associate,Higher education,Married,House / apartment,-15944,-1467,1,0,1,0,,3.0,-51.0,0
15962,5143219,F,N,Y,0,67500.0,Pensioner,Lower secondary,Single / not married,House / apartment,-22145,365243,1,0,0,0,,1.0,-52.0,0
15963,5092342,F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,-19252,-2057,1,0,0,0,Sales staff,1.0,-28.0,1
15964,5021264,F,N,N,0,135000.0,Working,Incomplete higher,Single / not married,Rented apartment,-11448,-1982,1,0,0,0,Accountants,1.0,-32.0,0
15965,5024726,M,N,Y,0,162000.0,Pensioner,Higher education,Married,House / apartment,-23273,365243,1,0,1,0,,2.0,-21.0,0
15966,5036478,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,Office apartment,-10122,-907,1,1,0,0,Core staff,2.0,-12.0,0
15967,5028252,M,Y,N,4,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15328,-2578,1,0,0,0,Security staff,6.0,-30.0,0
15968,5142141,F,N,N,2,144000.0,Working,Secondary / secondary special,Married,House / apartment,-17001,-5004,1,0,0,0,Medicine staff,4.0,-58.0,0
15969,5085713,F,N,Y,0,135000.0,Working,Lower secondary,Civil marriage,House / apartment,-15143,-991,1,0,0,0,Laborers,2.0,-9.0,0
