ID,Gender,Has a car,Has a property,Children count,Income,Employment status,Education level,Marital status,Dwelling,Age,Employment length,Has a mobile phone,Has a work phone,Has a phone,Has an email,Job title,Family member count,Account age,Is high risk
5115899,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22689,365243,1,0,0,0,,2.0,-43.0,0
5095903,F,N,N,0,135000.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-15429,-1589,1,0,0,0,Core staff,1.0,-21.0,0
5023980,M,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15167,-2162,1,0,0,0,Drivers,3.0,-27.0,0
5139528,M,N,Y,0,135000.0,Working,Higher education,Married,With parents,-14734,-3172,1,1,1,0,,2.0,-10.0,0
5126058,F,Y,N,1,67500.0,State servant,Higher education,Married,House / apartment,-13876,-5370,1,1,0,0,High skill tech staff,3.0,-5.0,0
5066785,M,Y,N,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-15567,-2014,1,0,0,0,Drivers,3.0,-2.0,0
5116581,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-18232,-277,1,0,0,0,Managers,2.0,-47.0,1
5113672,F,N,Y,0,148500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-19276,365243,1,0,0,0,,2.0,-44.0,0
5135651,F,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16922,-1386,1,0,0,0,Realty agents,2.0,-22.0,0
5023224,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20737,365243,1,0,0,0,,2.0,-58.0,0
5096212,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211,-158,1,1,0,0,Low-skill Laborers,2.0,-15.0,1
5095967,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16395,-7371,1,1,0,0,Managers,2.0,0.0,0
5132323,F,N,N,0,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19605,365243,1,0,0,0,,2.0,-22.0,0
5024310,F,N,Y,0,216000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-20024,365243,1,0,0,0,,1.0,-22.0,1
5089298,F,N,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,-18549,-1160,1,1,0,0,,2.0,-25.0,0
5148683,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-18964,-441,1,0,1,0,Sales staff,2.0,-26.0,0
5096465,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9970,-1315,1,0,0,0,Drivers,2.0,-5.0,0
5061311,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19317,-6590,1,1,1,1,Laborers,2.0,-52.0,0
5033638,F,Y,Y,1,135000.0,State servant,Secondary / secondary special,Married,Municipal apartment,-12018,-2971,1,0,0,0,,3.0,-3.0,0
5087626,F,N,N,1,157500.0,Working,Higher education,Married,With parents,-12603,-102,1,0,0,0,Sales staff,3.0,-50.0,0
5078823,F,N,N,0,63000.0,Commercial associate,Higher education,Married,House / apartment,-14770,-2004,1,0,0,0,Core staff,2.0,-49.0,0
5033689,M,Y,N,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-18441,-1540,1,1,1,0,Drivers,2.0,-52.0,0
5091214,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20111,365243,1,0,0,0,,2.0,-12.0,0
5058488,M,N,N,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-15213,-1331,1,0,0,0,Drivers,1.0,-22.0,0
5105609,F,N,Y,5,157500.0,Working,Secondary / secondary special,Married,House / apartment,-13039,-3375,1,0,0,0,Laborers,7.0,-20.0,0
5053059,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20575,365243,1,0,1,0,,2.0,-19.0,0
5074739,M,N,Y,1,225000.0,Working,Higher education,Married,House / apartment,-13198,-3690,1,0,0,0,Core staff,3.0,-13.0,0
5010503,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17334,-2504,1,0,0,0,Sales staff,1.0,-53.0,0
5135504,F,N,Y,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10124,-1358,1,0,0,0,Laborers,3.0,-28.0,0
5025030,F,Y,N,0,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18652,-5633,1,0,1,0,Laborers,2.0,-11.0,0
5036832,F,Y,Y,0,175500.0,Working,Secondary / secondary special,Married,House / apartment,-18053,-3141,1,0,0,0,Sales staff,2.0,-42.0,0
5125950,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,Rented apartment,-14559,-2599,1,0,0,0,Laborers,2.0,-23.0,0
5042018,M,Y,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10376,-126,1,0,1,0,Drivers,2.0,-13.0,0
5051140,F,N,N,0,144000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-15773,-2509,1,0,0,0,Managers,1.0,-13.0,0
5053983,F,Y,N,0,108000.0,Working,Secondary / secondary special,Married,With parents,-12249,-3195,1,1,0,0,,2.0,-35.0,0
5046433,F,N,Y,1,157500.0,Commercial associate,Higher education,Married,House / apartment,-14110,-4979,1,0,1,0,Laborers,3.0,-17.0,0
5135310,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14765,-3294,1,0,0,0,Core staff,3.0,0.0,0
5148839,M,Y,Y,0,112500.0,Commercial associate,Higher education,Married,House / apartment,-14229,-1112,1,0,0,0,Security staff,2.0,-6.0,0
5061761,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,-11262,-563,1,0,0,1,Accountants,3.0,-23.0,0
5125458,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11097,-1595,1,1,0,0,Managers,3.0,-42.0,0
5062351,F,Y,Y,1,351000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-13284,-2450,1,0,0,0,Managers,3.0,-4.0,0
5047684,M,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-9075,-614,1,1,1,0,Sales staff,2.0,-9.0,0
5118182,F,N,N,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-13113,-4722,1,1,0,0,Laborers,1.0,-25.0,0
5067296,F,N,Y,0,60376.5,Working,Secondary / secondary special,Separated,House / apartment,-18304,-171,1,1,0,0,Sales staff,1.0,-58.0,0
5028861,M,N,Y,0,270000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12244,-2944,1,0,0,0,Managers,2.0,-12.0,0
5062596,F,N,Y,0,103500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-21559,-4254,1,0,0,0,Cooking staff,2.0,-8.0,0
5093247,F,N,Y,0,247500.0,Commercial associate,Higher education,Married,House / apartment,-11914,-2980,1,0,0,0,Sales staff,2.0,-6.0,0
5048388,F,Y,Y,0,202500.0,Working,Higher education,Single / not married,House / apartment,-10754,-3870,1,1,1,0,Accountants,1.0,-58.0,0
5078922,M,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,-10324,-513,1,1,1,0,Laborers,2.0,-57.0,0
5041979,F,N,N,0,211500.0,Commercial associate,Higher education,Married,With parents,-14636,-4690,1,1,1,0,Laborers,2.0,-60.0,0
5028594,F,Y,Y,2,225000.0,State servant,Higher education,Married,House / apartment,-11359,-1726,1,0,0,0,Core staff,4.0,-42.0,0
5145719,F,N,Y,0,90000.0,Working,Higher education,Single / not married,House / apartment,-11848,-467,1,0,0,0,Laborers,1.0,-7.0,0
5021711,F,N,Y,2,202500.0,Working,Lower secondary,Married,House / apartment,-13483,-5204,1,0,0,1,Laborers,4.0,-47.0,0
5052864,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,1,1,1,0,Sales staff,2.0,-37.0,0
5041703,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,1,0,0,0,Core staff,1.0,-25.0,0
5132544,F,N,Y,0,144000.0,Working,Higher education,Single / not married,House / apartment,-13190,-4943,1,0,0,0,,1.0,-25.0,0
5067019,F,Y,Y,1,247500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17152,-1253,1,0,0,1,Laborers,3.0,-53.0,0
5068385,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,-14052,-140,1,0,1,1,Sales staff,2.0,-59.0,0
5090350,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,-19087,-6128,1,0,0,0,Laborers,2.0,-2.0,0
5024022,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23619,365243,1,0,0,0,,1.0,-50.0,0
5041205,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,1,0,0,0,Secretaries,1.0,-49.0,0
5115478,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24285,365243,1,0,0,0,,2.0,-18.0,0
5061657,F,N,N,0,252000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-22765,365243,1,0,0,0,,1.0,-13.0,0
5061611,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-11378,-867,1,0,1,0,Drivers,3.0,-21.0,0
5096671,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22339,-2988,1,1,0,0,Cleaning staff,2.0,-30.0,0
5149225,F,N,Y,0,247500.0,Commercial associate,Higher education,Widow,House / apartment,-23339,-1233,1,0,1,0,,1.0,-26.0,0
5067044,F,N,Y,0,189000.0,Working,Secondary / secondary special,Married,House / apartment,-16495,-1437,1,0,0,0,Sales staff,2.0,-5.0,0
5074675,M,N,Y,0,247500.0,State servant,Secondary / secondary special,Married,House / apartment,-13570,-5364,1,0,0,0,Medicine staff,2.0,-57.0,0
5089139,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,With parents,-14228,-5330,1,0,1,0,,2.0,-20.0,0
5100141,F,N,Y,0,180000.0,State servant,Higher education,Single / not married,House / apartment,-17827,-3810,1,0,0,0,Managers,1.0,-48.0,0
5117385,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,1,0,0,0,Accountants,1.0,-23.0,0
5021958,F,Y,Y,0,76500.0,Working,Higher education,Married,House / apartment,-17743,-4205,1,0,0,0,,2.0,0.0,0
5048555,M,Y,Y,1,405000.0,Working,Higher education,Married,House / apartment,-10530,-2165,1,0,0,0,High skill tech staff,3.0,-26.0,0
5126200,F,N,N,0,270000.0,State servant,Higher education,Married,House / apartment,-11451,-2206,1,0,1,0,Accountants,2.0,-26.0,0
5097131,F,N,N,0,144000.0,Working,Secondary / secondary special,Married,Municipal apartment,-16641,-9988,1,1,1,0,Sales staff,2.0,-35.0,0
5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10448,-3392,1,1,1,1,Realty agents,3.0,-6.0,0
5046313,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21601,-1600,1,0,1,0,Managers,2.0,-48.0,0
5058438,F,Y,Y,0,135000.0,Commercial associate,Higher education,Married,House / apartment,-20921,-113,1,0,0,0,Sales staff,2.0,-7.0,0
5052736,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10454,-505,1,0,0,1,High skill tech staff,4.0,-21.0,0
5054193,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11390,-515,1,0,1,0,Sales staff,2.0,-45.0,0
5069113,M,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-8186,-597,1,0,0,0,Sales staff,1.0,-3.0,0
5112882,F,N,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-17657,-3330,1,0,0,0,,2.0,-51.0,0
5035994,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18997,-2320,1,0,0,0,HR staff,2.0,-58.0,0
5041354,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,1,0,0,0,Laborers,2.0,-4.0,0
5143055,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14070,-1565,1,1,1,0,Laborers,2.0,-42.0,0
5091218,F,N,Y,0,495000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-21596,365243,1,0,1,0,,1.0,-7.0,0
5021857,F,Y,Y,1,315000.0,State servant,Higher education,Widow,House / apartment,-18233,-425,1,0,1,1,,2.0,-47.0,0
5041824,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,-17372,-978,1,0,1,0,Sales staff,2.0,-57.0,0
5009384,F,N,N,0,450000.0,State servant,Higher education,Married,House / apartment,-14718,-5578,1,0,1,0,Managers,2.0,-33.0,0
5010918,M,Y,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13533,-2535,1,0,1,0,Laborers,2.0,-6.0,0
5054685,M,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10182,-2403,1,0,0,0,Sales staff,1.0,-14.0,0
5069494,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14330,-1936,1,0,0,0,Sales staff,2.0,-8.0,0
5117811,F,Y,N,0,168750.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21027,365243,1,0,1,0,,2.0,-52.0,0
5091132,F,N,Y,0,166500.0,Pensioner,Higher education,Married,House / apartment,-22559,365243,1,0,0,0,,2.0,-32.0,0
5069330,F,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,1,0,,2.0,-21.0,0
5100118,F,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20352,-673,1,0,1,0,,2.0,-20.0,1
5047824,F,Y,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10445,-249,1,0,0,0,Laborers,2.0,-34.0,0
5117295,M,N,N,0,225000.0,Commercial associate,Higher education,Single / not married,Municipal apartment,-20788,-5300,1,0,0,0,Managers,1.0,-23.0,0
5096143,F,N,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,-10267,-2593,1,1,0,0,Sales staff,1.0,-49.0,0
5036538,F,N,N,0,216000.0,State servant,Secondary / secondary special,Separated,House / apartment,-11207,-2642,1,1,0,1,Core staff,1.0,-16.0,0
5037235,F,N,Y,0,153000.0,Working,Secondary / secondary special,Married,House / apartment,-11511,-1626,1,0,1,0,,2.0,-21.0,0
5010284,F,N,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20387,365243,1,0,0,1,,2.0,-8.0,0
5117288,M,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-14082,-1800,1,0,0,0,Managers,3.0,-39.0,0
5067056,F,Y,Y,0,144000.0,Working,Secondary / secondary special,Married,House / apartment,-15394,-2959,1,0,1,0,Core staff,2.0,-48.0,0
5058259,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868,-1912,1,0,0,0,Drivers,3.0,-28.0,0
5099948,F,Y,N,0,185400.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14747,-3229,1,0,0,0,Laborers,2.0,-49.0,0
5099823,F,N,Y,0,72000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-21908,365243,1,0,0,0,,2.0,-31.0,0
5045828,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,-22340,365243,1,0,0,0,,2.0,-3.0,0
5104871,M,N,Y,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,-9800,-139,1,0,1,0,,1.0,-6.0,0
5090031,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-12955,-917,1,0,0,0,Laborers,2.0,-46.0,0
5096346,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-18214,-5210,1,1,1,0,Laborers,2.0,-40.0,0
5143215,F,N,Y,1,247500.0,Working,Secondary / secondary special,Married,House / apartment,-17211,-408,1,0,1,0,Security staff,3.0,-42.0,0
5100451,F,N,N,1,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13659,-3079,1,0,1,0,Laborers,3.0,-11.0,0
5066746,F,N,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18929,-1376,1,0,0,0,Sales staff,1.0,-22.0,0
5036933,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-20978,365243,1,0,1,0,,1.0,-58.0,0
5062052,F,N,Y,1,315000.0,Commercial associate,Secondary / secondary special,Separated,Municipal apartment,-18794,-1842,1,0,1,0,Cleaning staff,2.0,-17.0,0
5146253,F,N,Y,0,238500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23171,365243,1,0,0,0,,2.0,-43.0,0
5058266,M,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,With parents,-17868,-1912,1,0,0,0,Drivers,3.0,-7.0,0
5118073,M,Y,N,2,247500.0,Working,Secondary / secondary special,Married,House / apartment,-13684,-3779,1,0,1,0,,4.0,-47.0,0
5079246,F,N,Y,0,225000.0,Working,Higher education,Single / not married,House / apartment,-16864,-102,1,0,0,1,Core staff,1.0,-19.0,0
5009158,F,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-19575,-2901,1,0,0,0,Sales staff,2.0,-43.0,0
5095281,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10302,-734,1,0,0,0,Core staff,2.0,-10.0,0
5065632,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,-17029,-1996,1,0,0,0,Sales staff,1.0,-31.0,0
5117393,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,-17615,-339,1,0,0,0,Accountants,1.0,-31.0,0
5143458,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-11631,-714,1,0,0,1,Managers,1.0,-5.0,0
5105675,F,N,N,1,135000.0,Working,Higher education,Married,With parents,-10263,-583,1,0,0,0,Secretaries,3.0,-44.0,0
5090817,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,-12563,-3715,1,0,0,1,Accountants,2.0,-9.0,0
5021514,F,N,Y,0,144000.0,State servant,Secondary / secondary special,Married,House / apartment,-18136,-10110,1,0,1,0,High skill tech staff,2.0,-10.0,0
5026133,F,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23734,-6067,1,0,0,0,Managers,2.0,-36.0,0
5105580,M,Y,N,2,378000.0,Commercial associate,Higher education,Married,House / apartment,-10722,-1245,1,0,0,1,Security staff,4.0,-18.0,0
5089736,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,-19010,-6761,1,1,1,0,Cleaning staff,2.0,-44.0,0
5090534,F,N,Y,3,202500.0,Working,Incomplete higher,Married,Co-op apartment,-15815,-8535,1,0,1,1,Medicine staff,5.0,-58.0,0
5053478,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Married,House / apartment,-18333,-7213,1,0,0,0,Medicine staff,2.0,-33.0,1
5146601,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14891,-1254,1,0,0,0,Laborers,2.0,-59.0,0
5028723,M,N,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12483,-4039,1,0,0,0,Managers,2.0,-39.0,0
5051200,M,Y,N,1,135000.0,Working,Incomplete higher,Married,House / apartment,-13524,-1293,1,0,1,0,,3.0,-47.0,0
5137441,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-9154,-1051,1,0,1,0,Laborers,2.0,-1.0,0
5008855,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-15761,-3173,1,0,0,0,Laborers,4.0,-28.0,0
5026466,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-16616,-2722,1,1,1,0,Realty agents,3.0,-45.0,0
5048043,F,N,Y,0,121500.0,Commercial associate,Higher education,Civil marriage,House / apartment,-11157,-277,1,0,0,0,Accountants,2.0,-38.0,0
5095920,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20592,365243,1,0,1,0,,2.0,-8.0,0
5036992,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,-21620,-158,1,0,0,0,Laborers,2.0,-8.0,0
5023932,F,N,Y,2,135000.0,Working,Secondary / secondary special,Separated,House / apartment,-14874,-2407,1,0,0,0,Core staff,3.0,-7.0,0
5090865,M,N,N,0,405000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14216,-1923,1,0,0,1,Sales staff,1.0,-21.0,0
5135631,M,Y,Y,0,220500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23113,365243,1,0,0,0,,2.0,-14.0,0
5142966,M,N,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,-10656,-926,1,1,1,0,Laborers,3.0,-26.0,0
5135607,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-19064,-2939,1,0,0,0,,2.0,-30.0,0
5028621,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14393,-1938,1,0,0,0,Drivers,2.0,-39.0,0
5148738,F,N,Y,0,58500.0,Working,Secondary / secondary special,Married,House / apartment,-15544,-4946,1,0,0,1,Laborers,2.0,-1.0,0
5062696,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,-14510,-3805,1,0,0,0,Core staff,3.0,-17.0,0
5091599,F,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,-22318,-565,1,0,0,0,Cleaning staff,2.0,-42.0,0
5009318,F,Y,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20140,365243,1,0,1,1,,2.0,-24.0,0
5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,-15244,-2908,1,1,0,1,Managers,3.0,-10.0,0
5036735,M,Y,Y,2,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15290,-1405,1,0,0,0,Laborers,4.0,-22.0,0
5068980,M,Y,N,0,153000.0,Working,Secondary / secondary special,Single / not married,With parents,-10937,-1144,1,0,0,0,Laborers,1.0,-15.0,0
5021922,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,-12952,-1587,1,0,1,0,Core staff,2.0,-15.0,0
5010334,F,N,N,0,216000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-22867,365243,1,0,0,0,,2.0,-20.0,0
5046179,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11447,-3030,1,0,0,0,Laborers,3.0,-43.0,0
5105591,F,Y,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-11159,-856,1,0,0,0,Sales staff,3.0,-52.0,0
5041346,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,1,0,0,1,Drivers,2.0,-53.0,0
5022116,M,N,Y,0,315000.0,Working,Secondary / secondary special,Married,House / apartment,-19686,-1131,1,0,0,0,Laborers,2.0,-42.0,0
5066719,M,Y,Y,0,360000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-13015,-1071,1,1,1,0,Managers,1.0,-48.0,0
5125843,M,Y,Y,0,382500.0,Working,Higher education,Married,House / apartment,-11864,-1748,1,0,1,0,IT staff,2.0,-49.0,0
5038619,F,N,N,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24346,365243,1,0,0,0,,2.0,-57.0,0
5135687,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,-13577,-1266,1,0,1,0,Accountants,2.0,-14.0,0
5008904,F,N,Y,0,297000.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-15519,-3234,1,0,0,0,Laborers,1.0,-26.0,0
5114323,F,N,N,0,103500.0,Working,Secondary / secondary special,Single / not married,With parents,-9819,-2568,1,1,0,0,,1.0,-4.0,0
5095833,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-15634,-158,1,1,0,0,Laborers,2.0,-17.0,0
5045798,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,-9242,-139,1,0,0,0,Accountants,2.0,-8.0,0
5095698,F,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20851,365243,1,0,0,0,,2.0,-19.0,0
5061695,M,N,Y,0,157500.0,Commercial associate,Incomplete higher,Separated,House / apartment,-13463,-1993,1,0,0,0,Security staff,1.0,-40.0,0
5143474,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23262,365243,1,0,1,0,,1.0,-47.0,0
5044628,F,Y,N,1,135000.0,Commercial associate,Higher education,Single / not married,House / apartment,-10130,-1651,1,0,0,0,Accountants,2.0,-34.0,0
5132324,F,N,N,0,33300.0,Pensioner,Secondary / secondary special,Married,Office apartment,-19605,365243,1,0,0,0,,2.0,-50.0,0
5021935,F,N,Y,0,67500.0,Pensioner,Higher education,Married,House / apartment,-22212,365243,1,0,0,0,,2.0,-16.0,0
5022489,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-16951,-3017,1,1,1,0,,2.0,-12.0,0
5148698,M,N,Y,1,202500.0,Working,Higher education,Married,House / apartment,-11836,-2755,1,0,0,0,,3.0,-7.0,0
5149432,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,-19584,-2633,1,0,0,0,,1.0,-3.0,0
5091666,F,N,Y,1,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17106,-2849,1,0,0,0,Managers,3.0,-28.0,0
5045946,F,Y,N,1,387000.0,Working,Higher education,Married,House / apartment,-13168,-2574,1,0,0,0,Managers,3.0,-28.0,0
5046129,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10056,365243,1,0,0,0,,2.0,-1.0,0
5146551,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17816,-1285,1,0,0,0,Medicine staff,2.0,-40.0,0
5061563,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18759,365243,1,0,0,0,,2.0,-15.0,0
5100151,F,N,N,0,74250.0,State servant,Secondary / secondary special,Married,House / apartment,-19931,-3141,1,1,0,0,Core staff,2.0,-49.0,0
5053160,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,-23774,365243,1,0,0,0,,1.0,-32.0,0
5037281,M,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-23244,365243,1,0,0,0,,2.0,-32.0,0
5137005,M,Y,N,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,-18333,-8143,1,1,1,0,Drivers,2.0,-14.0,0
5132565,F,N,Y,1,112500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-14934,-1350,1,0,1,0,Sales staff,3.0,-31.0,0
5036185,F,Y,Y,1,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,365243,1,0,1,0,,3.0,-38.0,0
5135656,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,-11241,-1327,1,0,0,0,Laborers,3.0,-10.0,0
5061381,M,Y,N,0,450000.0,Working,Secondary / secondary special,Married,House / apartment,-16009,-4642,1,0,0,0,Sales staff,2.0,-10.0,0
5023958,M,Y,Y,0,292500.0,Working,Higher education,Civil marriage,House / apartment,-16573,-1616,1,0,0,0,Managers,2.0,-9.0,0
5142677,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20473,365243,1,0,0,0,,2.0,-15.0,0
